industry,weighted_score,environment_score_norm,social_score_norm,governance_score_norm,env_social_interaction,env_gov_interaction,social_gov_interaction,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,total_grade,total_level,buy_signal
17,0.4831117839913736,0.746147643324069,-0.3717726193779166,0.4518872282378385,-0.2773972638012486,0.33717459039790887,-0.16799929850540765,3,1,2,3,1,2,3,0,0
36,0.6541543839326198,0.6564945404995554,0.17229791592459015,0.5582725741318387,0.11311264114394483,0.3665028970281854,0.09618920104077207,3,1,3,3,1,2,3,0,1
14,0.7056194273570786,0.7599404283739942,0.1371965910663639,0.5582725741318387,0.10426123618642429,0.42425389913520195,0.0765930940567322,3,1,3,3,1,2,3,0,0
30,-0.016819850851737865,-0.7572659271177757,1.2253376616713774,1.6221260330718406,-0.927906460397903,-1.228380774336027,1.9876521203005164,0,2,3,3,1,2,3,0,0
21,-1.5133203281796124,-1.308977329114783,-1.6178696518449482,-1.3566636519601645,2.1177546957278643,1.7758419636499236,2.1949049502674876,0,2,2,3,0,2,1,1,0
38,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,0
38,0.8193094641132784,0.7254584657491813,0.5759631517941919,0.7710432659198391,0.41783734442867726,0.5593598647204444,0.44409250960887775,3,1,3,3,1,2,3,0,1
19,0.7358690978511392,0.7944223909988072,0.26005122807015574,0.4518872282378385,0.20659051838566925,0.35898933231852737,0.11751382865246866,3,1,3,3,1,2,3,0,0
30,-1.4268346930757887,-1.377941254364409,-1.0562484541133283,-1.3566636519601645,1.4554483197813874,1.869402814332589,1.4329738851346663,0,2,2,3,0,2,1,1,0
18,-1.4358228502024561,-1.2055314412403442,-1.3897110402664776,-1.4630489978541648,1.6753403532800648,1.7637515669883725,2.033215344768739,0,2,2,3,0,2,1,1,0
5,0.8625522816651909,0.7599404283739942,0.9094257379473413,0.4518872282378385,0.6911093848700384,0.3434073738037999,0.41095787600917494,3,1,3,3,1,2,3,0,0
6,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,1
30,-0.21405176283146657,-1.1020855533659053,1.6992055472574317,0.6859349892046389,-1.8726698858316226,-0.7559590421506307,1.165544538714489,0,2,3,3,1,2,3,0,0
38,-0.6819434782251032,-0.515892188744085,-0.09096202051210668,-0.9311222683841639,0.04692659585457507,0.48035870502506367,0.08469676287603962,1,2,2,3,0,2,2,1,0
39,2.657738263837863,2.1392189333665126,2.6469413184295405,2.0476674166478412,5.662386983894592,4.380408906930757,5.420055491527048,4,0,4,1,1,2,0,0,1
38,0.8665111311593798,0.8633863162484331,0.6637164639397576,0.4518872282378385,0.5730437128343833,0.3901532493479823,0.2999249932255563,3,1,3,3,1,2,3,0,1
18,0.6883629039208697,0.6909765031243683,0.3127032153574951,0.4518872282378385,0.21607057426346823,0.31224345677434495,0.14130658924895836,3,1,3,3,1,2,3,0,0
39,0.725413674828024,0.6909765031243683,0.4004565275030607,0.5582725741318387,0.2767060510273923,0.3857532310638576,0.22356389643703117,3,1,3,3,1,2,3,0,0
18,-1.2803480337033932,-1.0676035907410923,-1.161552428688007,-1.1438929601721641,1.240077543701353,1.2212242317032598,1.328691646047091,0,2,2,3,0,2,1,1,0
13,0.7915975176539543,0.8289043536236201,0.18984857835370325,0.7710432659198391,0.1573663131266396,0.6391211199531293,0.14638146788407783,3,1,3,3,1,2,3,0,1
38,-0.4370669510041195,-0.5641669364188232,0.15474725349547702,-0.0800395012321624,-0.0873032839237703,0.04515564020263969,-0.01238589298682498,1,2,3,3,0,2,2,1,0
6,-0.9314155929708092,-1.412423216989222,-0.3366712945196904,0.4518872282378385,0.4755223528734269,-0.6382560126240306,-0.1521374581077479,0,2,2,3,1,2,2,1,0
30,0.6646098069557355,0.7185620732242187,0.1371965910663639,0.4518872282378385,0.09858426691594177,0.32470902358612697,0.06199738726065938,3,1,3,3,1,2,3,0,1
37,0.8149999472979254,0.42891358717578987,2.2959280698472777,0.02634584466183778,0.9847547443357834,0.011300090741084977,0.06048816428294942,2,1,4,1,0,2,3,0,1
28,1.085668978799232,1.1254492321970115,0.8918750755182281,0.5582725741318387,1.0037601189576415,0.628307439913327,0.49790939421358926,3,1,3,3,1,2,0,0,1
38,0.7808375677466717,0.6909765031243683,0.6461658015106444,0.5582725741318387,0.4464853859663797,0.3857532310638576,0.3607366453253102,3,1,3,3,1,2,3,0,0
36,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,0
39,0.22109869847036834,0.6564945404995554,0.1371965910663639,-1.675819689642165,0.09006881301021796,-1.1001664771117405,-0.22991674866079698,3,1,3,3,0,2,3,0,0
24,0.9258938735722164,1.0357961293724978,0.48820983964862635,0.4518872282378385,0.505685862229615,0.46806304192161957,0.22061579123725736,3,1,3,3,1,2,3,0,1
36,0.0047000489628289946,-0.20555452512076847,0.5759631517941919,0.4518872282378385,-0.1183918321541162,-0.09288746460856921,0.2602703922314068,1,2,3,3,1,2,3,0,0
35,-1.2203654656096186,-1.0676035907410923,-0.7227858679601791,-1.3566636519601645,0.7716487879712042,1.4483789862605951,0.9805773152120538,0,2,2,3,0,2,1,1,0
38,0.14417336191195249,0.028922820727959615,0.1371965910663639,0.4518872282378385,0.003968112407899628,0.013069853291577572,0.06199738726065938,2,1,3,3,1,2,3,0,0
14,0.7965714567620384,0.8289043536236201,0.24250056564104264,0.7284891275622389,0.2010097746160507,0.6038478094038127,0.17665902549719262,3,1,3,3,1,2,3,0,1
5,2.073452682080108,2.1668045034663628,0.8392230882308888,1.6859572406082406,1.8184323669916385,3.6531397416016578,1.4148942420884751,4,0,3,3,1,2,0,0,1
21,0.6120466211307904,0.48408472737549063,1.6290028975409792,0.34550188234383833,0.7885754235500092,0.1672521845221358,0.5628235674439751,2,1,3,3,0,2,3,0,0
35,1.4352658418245468,1.1737239798717496,1.4008442859625088,1.834896724859841,1.644204530500515,2.153662286556131,2.5704045923512298,3,1,3,3,1,2,0,0,1
38,0.8243849121827512,0.897868278873246,0.3127032153574951,0.5582725741318387,0.28076629777116413,0.5012552352778907,0.17457362897693152,3,1,3,3,1,2,3,0,1
39,0.8624507727038008,1.001314166747685,0.17229791592459015,0.6221037816682388,0.17252434411639367,0.6229213297717163,0.10718718507024379,3,1,3,3,1,2,3,0,0
21,-0.4528008400194858,-0.23314009522061885,0.1371965910663639,-1.2502783060661644,-0.03198602630515638,0.2914900033285396,-0.1715339214765057,1,2,3,3,0,2,2,1,0
39,-0.548210035638183,-0.24003648774558142,-0.8456405049639709,0.13273119055583796,0.2029845767069515,-0.03186032879531283,-0.11224287100610786,1,2,2,3,0,2,2,1,0
6,0.7729198687582929,0.6909765031243683,0.6110644766524181,0.5582725741318387,0.4222311952608101,0.3857532310638576,0.34114053834127034,3,1,3,3,1,2,3,0,1
6,1.070036598745255,1.1737239798717496,0.3478045402157214,1.0476451652442396,0.4082265291594605,1.2296462528438656,0.3643757450069962,3,1,3,3,1,2,0,0,1
39,0.8430625610784126,0.8289043536236201,0.41800718993217384,0.7710432659198391,0.3464879795807544,0.6391211199531293,0.3223016289032778,3,1,3,3,1,2,3,0,0
39,1.0050708634559982,0.932350241498059,1.1024830246675856,0.4518872282378385,1.027900314296334,0.4213171663774372,0.4981979981963038,3,1,3,3,1,2,3,0,1
26,0.46027226767874396,0.7254584657491813,-0.424424606665256,0.4518872282378385,-0.30790242397757633,0.32782541528907244,-0.19179205910189737,3,1,2,3,1,2,3,0,0
38,0.8193094641132784,0.7047692881742935,0.6286151390815313,0.7710432659198391,0.44302864410607534,0.5434076136739074,0.4846894698440778,3,1,3,3,1,2,3,0,1
38,0.5119864694629762,0.7599404283739942,0.18984857835370325,-0.18642484712616259,0.14427360996030705,-0.14167177818461238,-0.035392492196708425,3,1,3,3,0,2,3,0,0
16,1.4603385552877453,1.001314166747685,2.1555227704143727,0.7710432659198391,2.158355486763129,0.7720565453409374,1.6620013166648773,3,1,4,1,1,2,0,0,1
18,0.8020529406770694,0.7254584657491813,0.5759631517941919,0.6646579200258389,0.41783734442867726,0.4821817149099871,0.3828184704830541,3,1,3,3,1,2,3,0,1
30,-0.603034102875893,-1.2400134038651571,0.26005122807015574,0.6646579200258389,-0.3224670084985881,-0.8241847298171758,0.17284510834927477,0,2,3,3,1,2,2,1,0
3,0.22677397222077936,1.0357961293724978,-2.319896149009473,-0.016208293695762294,-2.4029394516901754,-0.01678848787380324,0.03760155812681347,3,1,5,2,0,2,3,0,0
36,0.22109869847036834,0.6564945404995554,0.1371965910663639,-1.675819689642165,0.09006881301021796,-1.1001664771117405,-0.22991674866079698,3,1,3,3,0,2,3,0,0
38,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,0
40,-0.3958450845925977,-0.433135478444534,0.6812671263688707,-1.037507614278164,-0.2950809627283136,0.44938135690021963,-0.7068198309651075,1,2,3,3,0,2,3,0,0
1,-1.5139847504723434,-1.377941254364409,-1.5652176645576088,-1.2290012368873644,2.156777992053842,1.693491505971985,1.923654445739253,0,2,2,3,0,2,1,1,0
34,1.5328159537198218,1.4495796808702532,1.2955403113878299,0.4518872282378385,1.877988911136119,0.6550465440983492,0.5854381203834327,4,0,3,3,1,2,0,0,1
36,-1.437354712710697,-1.377941254364409,-0.8807418298221972,-1.675819689642165,1.2136105017564032,2.3091810852340995,1.475964499907507,0,2,2,3,0,2,1,1,0
6,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,1
33,0.22109869847036834,0.6564945404995554,0.1371965910663639,-1.675819689642165,0.09006881301021796,-1.1001664771117405,-0.22991674866079698,3,1,3,3,0,2,3,0,0
39,1.119065427096366,0.9875213816977597,1.0849323622384726,0.9838139577078394,1.0713939054063508,0.9715373188491869,1.067371601139147,3,1,3,3,1,2,0,0,1
36,0.7873341412755974,0.7599404283739942,0.5759631517941919,0.4518872282378385,0.43769768430211403,0.3434073738037999,0.2602703922314068,3,1,3,3,1,2,3,0,1
39,1.1269831260847443,0.966832204122872,1.1726856743840381,0.9838139577078394,1.1337902753080362,0.9511830171775163,1.1537045344630472,3,1,3,3,1,2,0,0,1
44,-1.516679351992864,-1.2538061889150822,-1.6003189894158352,-1.569434343748165,2.006489853167904,1.96776649328733,2.511595582941568,0,2,2,3,0,2,1,1,0
20,0.8362614606653188,0.8633863162484331,0.4531085147904001,0.5582725741318387,0.3912076914456822,0.4820049012422185,0.252958056913091,3,1,3,3,1,2,3,0,1
16,-0.21120951191256113,-0.584856113993711,0.43555785236128697,0.4518872282378385,-0.2547386729514688,-0.26428900827057134,0.19682303064076764,1,2,3,3,1,2,3,0,0
36,-1.1568762243042088,-0.971054095391616,-0.5472792436690479,-1.4630489978541648,0.5314377508876551,1.4206997211248864,0.8006963489963858,0,2,2,3,0,2,1,1,0
4,-1.6060626065399866,-1.412423216989222,-1.6178696518449482,-1.675819689642165,2.285116658328074,2.3669666371382663,2.711257817836279,0,2,2,3,0,2,1,1,0
21,-1.5262765628878676,-1.2400134038651571,-1.6003189894158352,-1.675819689642165,1.984416997335578,2.0780388776174323,2.681846072171308,0,2,2,3,0,2,1,1,0
26,0.2701275268214794,1.1599311948218245,-1.0737991165424414,-0.9736764067417639,-1.2455330922496937,-1.129397637841795,1.0455328653575249,3,1,2,3,0,2,3,0,0
6,0.7160748503801938,0.6909765031243683,0.43555785236128697,0.4518872282378385,0.30096024173296193,0.31224345677434495,0.19682303064076764,3,1,3,3,1,2,3,0,1
20,0.7005439792876054,0.6909765031243683,0.1371965910663639,0.7710432659198391,0.09479962073562007,0.5327727796428828,0.10578450764887783,3,1,3,3,1,2,3,0,0
19,1.2004756141307162,1.2564806901713008,1.0673816998093593,0.5582725741318387,1.34114449485268,0.7014587092488814,0.5958899291337886,3,1,3,3,1,2,0,0,1
20,0.725413674828024,0.7599404283739942,0.2249499032119295,0.5582725741318387,0.17094852580956224,0.42425389913520195,0.12558336151683186,3,1,3,3,1,2,3,0,0
44,1.0525770573862676,1.084070877047236,0.9269764003764543,0.4518872282378385,1.0049081193581926,0.4898777838422381,0.4188887962080048,3,1,3,3,1,2,0,0,0
44,1.0724728138186022,0.8289043536236201,0.5935138142233051,1.941282070753841,0.49196618454545804,1.6091371600593354,1.1521777262964281,3,1,3,3,1,2,0,0,0
24,0.010550656373821354,0.3392604843512762,0.1371965910663639,-0.9311222683841639,0.04654538193651859,-0.3158929917622704,-0.12774680108828726,2,1,3,3,0,2,3,0,0
39,0.9431503970084247,0.7599404283739942,1.1902363368131512,0.5582725741318387,0.9045087116640798,0.42425389913520195,0.6644763035779281,3,1,3,3,1,2,3,0,1
24,0.9564480709504444,0.8633863162484331,0.9094257379473413,0.6646579200258389,0.7851857377878678,0.5738565531364547,0.6044570194020434,3,1,3,3,1,2,3,0,1
24,0.3134903095095788,0.22891820395187476,0.41800718993217384,0.4518872282378385,0.09568945515824342,0.1034452126769969,0.18889211044193774,2,1,3,3,1,2,3,0,0
1,0.47747342259055836,0.7599404283739942,0.18984857835370325,-0.420472608092963,0.14427360996030705,-0.3195341339136969,-0.07982612688312285,3,1,3,3,0,2,3,0,1
9,0.9459926479273292,0.966832204122872,0.5233111645068526,0.7710432659198391,0.5059540866222672,0.7454694602633757,0.40349554937367776,3,1,3,3,1,2,3,0,0
24,0.8258060376422036,0.780629605948882,0.5408618269359657,0.6646579200258389,0.4222127548338153,0.5188516502005741,0.3594880969126342,3,1,3,3,1,2,3,0,1
24,0.4026151776095284,0.8633863162484331,0.1371965910663639,-1.2502783060661644,0.11845365936263061,-1.0794731809597966,-0.1715339214765057,3,1,3,3,0,2,3,0,0
8,0.9341160994447626,0.9461430265479842,0.5233111645068526,0.7710432659198391,0.49512720901286356,0.7295172092168387,0.40349554937367776,3,1,3,3,1,2,3,0,1
18,-0.18992031428297168,-0.06073028209655407,0.27760189049926887,-0.2502560546625627,-0.01685884112055731,0.015198120796028086,-0.06947155388321577,1,2,3,3,0,2,3,0,0
16,0.7138877936666206,0.932350241498059,0.6461658015106444,-0.18642484712616259,0.6024528410862362,-0.17381325123931643,-0.1204613607647762,3,1,3,3,0,2,3,0,1
35,0.8956442030781548,0.8633863162484331,0.7163684512270969,0.5582725741318387,0.6185027181815586,0.4820049012422185,0.39992885929338995,3,1,3,3,1,2,3,0,1
8,0.7624644457351788,0.7254584657491813,0.4004565275030607,0.6646579200258389,0.29051457804161523,0.4821817149099871,0.2661666026309545,3,1,3,3,1,2,3,0,0
9,2.33067639024101,2.0357730454920735,2.629390656000427,0.4518872282378385,5.352842623554391,0.9199398388487162,1.188188055494505,4,0,4,1,1,2,0,0,1
24,0.3059601901919601,0.5530486526251165,0.20739924078281638,0.19656239809223808,0.11470187067040871,0.10870856942167403,0.04076689213077989,2,1,3,3,0,2,3,0,0
11,0.20184890815596618,0.2702965591016503,0.3127032153574951,0.34550188234383833,0.08452260313115326,0.09338796996068273,0.10803954952098523,2,1,3,3,0,2,3,0,0
16,1.441374835682713,0.7392512507991065,0.18984857835370325,4.175374334527845,0.1403457990104073,3.0866506993541964,0.7926888815046512,3,1,3,3,2,0,0,0,1
44,1.2349886610031342,1.153034802296862,1.3306416362460562,0.7710432659198391,1.5342761159769445,0.8890397196822084,1.0259822729800778,3,1,3,3,1,2,0,0,0
44,1.80963089142889,1.7116425968188318,1.8045095218321106,0.4518872282378385,3.0886753639330222,0.773469428810278,0.8154348061494998,4,0,3,3,1,2,0,0,1
35,1.5093673836388561,1.3461337929958144,0.7865711009435494,1.4093553412838402,1.0588299395740337,1.8971808512413262,1.108558182414302,4,0,3,3,1,2,0,0,1
2,1.0356250608342268,1.0357961293724978,0.8216724258017757,0.6646579200258389,0.8510851182575901,0.6884501009195391,0.5461310854759936,3,1,3,3,1,2,0,0,1
35,0.5285785706064542,0.6564945404995554,0.1371965910663639,0.4093330898802384,0.09006881301021796,0.26872493875219033,0.05615910454223025,3,1,3,3,0,2,3,0,0
32,1.039888437212584,0.897868278873246,0.9620777252346806,0.9838139577078394,0.8638190712987504,0.8833353449386142,0.9465054944856864,3,1,3,3,1,2,0,0,1
0,-1.3476392470172087,-1.27449536648997,-1.1966537535462334,-0.9311222683841639,1.525129664187505,1.1867110166912473,1.114230957472393,0,2,2,3,0,2,1,1,0
4,-0.5122943194811108,-1.27449536648997,1.7869588594029973,-0.29281019302016276,-2.277470786417322,0.3731852342652312,-0.5232397685408815,0,2,3,3,0,2,2,1,0
20,0.6923217534150585,0.6564945404995554,0.41800718993217384,0.4518872282378385,0.27441943808003283,0.29666149825961746,0.18889211044193774,3,1,3,3,1,2,3,0,0
36,0.739827947345328,0.8289043536236201,0.18984857835370325,0.4518872282378385,0.1573663131266396,0.37457129083325486,0.08579014785714907,3,1,3,3,1,2,3,0,1
20,1.6217378038969923,1.3944085406705526,1.611452235111866,0.7710432659198391,2.2470227595226375,1.0751493152251397,1.2424993942344775,4,0,3,3,1,2,0,0,1
26,-0.8711192699054676,-0.8951937776170276,-1.144001766258894,0.4518872282378385,1.024103262737851,-0.4045266349031186,-0.5169597872539232,0,2,2,3,1,2,2,1,0
36,-0.12259218861955938,0.17374706375217402,-1.0737991165424414,0.4518872282378385,-0.1865694435589277,0.07851407905343294,-0.48523610645860354,2,1,2,3,1,2,3,0,0
18,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,0
18,-1.3945917557035354,-1.2055314412403442,-1.161552428688007,-1.5056031362117648,1.4002879734324751,1.815051918733351,1.7488369795070555,0,2,2,3,0,2,1,1,0
39,0.9646702968229911,1.001314166747685,0.36535520264483445,0.9838139577078394,0.365835340303244,0.9851068532969675,0.35944154788316424,3,1,3,3,1,2,3,0,1
33,0.7466290477584218,0.6564945404995554,0.5057605020777395,0.6646579200258389,0.33202900841435,0.4363442957967533,0.3361577233422143,3,1,3,3,1,2,3,0,1
24,0.208733061355652,0.0013372506281092514,0.48820983964862635,0.4518872282378385,0.0006528589147192425,0.0006042864797955982,0.22061579123725736,2,1,3,3,1,2,3,0,0
36,-1.3021632323147287,-0.9986396654914664,-1.2317550784044595,-1.3992177903177647,1.2300794794652445,1.3973143860726414,1.723493619017773,0,2,2,3,0,2,1,1,0
20,1.119877498787482,0.8289043536236201,1.8747121715485628,0.4518872282378385,1.5539570807877947,0.37457129083325486,0.8471584869448192,3,1,3,3,1,2,0,0,1
18,1.00283766630543,0.8909718863482835,0.8918750755182281,0.8774286118138392,0.7946356184214934,0.7817642254037321,0.7825567094233219,3,1,3,3,1,2,3,0,1
35,0.9273149990316678,0.8771791012983583,0.8216724258017757,0.5582725741318387,0.7207538800264436,0.4897050348564874,0.45871718024550956,3,1,3,3,1,2,3,0,1
4,0.8269226362174886,0.7254584657491813,0.8392230882308888,0.4518872282378385,0.6088214940092703,0.32782541528907244,0.3792341952138553,3,1,3,3,1,2,3,0,1
4,0.6987168179825952,0.7599404283739942,0.1371965910663639,0.5157184357742386,0.10426123618642429,0.3919152890026411,0.07075481133830307,3,1,3,3,1,2,3,0,1
28,-1.247145375241639,-1.1710494786155312,-0.9333938171095365,-0.9311222683841639,1.0930503428690832,1.0903902469185858,0.869103768282785,0,2,2,3,0,2,1,1,0
8,-1.2820829141344132,-1.343459291739596,-0.5999312309563872,-1.1226158909933641,0.805983186633132,1.5081887498095605,0.6734923333748504,0,2,2,3,0,2,1,1,0
35,-1.5731737030497999,-1.412423216989222,-1.4599136899829301,-1.675819689642165,2.062015990532296,2.3669666371382663,2.446552106851542,0,2,2,3,0,2,1,1,0
35,0.22109869847036834,0.6564945404995554,0.1371965910663639,-1.675819689642165,0.09006881301021796,-1.1001664771117405,-0.22991674866079698,3,1,3,3,0,2,3,0,0
39,1.1295208501194807,0.8633863162484331,1.5236989229663005,0.8774286118138392,1.3155408001715791,0.757559856924927,1.336937030800563,3,1,3,3,1,2,0,0,1
4,-0.8115242814824535,-0.8607118149922146,0.1371965910663639,-1.037507614278164,-0.11808672690747472,0.8929950617536011,-0.1423425078843601,0,2,3,3,0,2,2,1,0
13,-1.178654510565948,-1.0676035907410923,-0.3717726193779166,-1.569434343748165,0.3969057833870852,1.675533740817931,0.5834727169169169,0,2,2,3,0,2,1,1,0
28,0.725413674828024,0.6564945404995554,0.48820983964862635,0.5582725741318387,0.3205070943474866,0.3665028970281854,0.27255416389713083,3,1,3,3,1,2,3,0,0
21,0.723992549368572,0.7599404283739942,0.295152552928382,0.4518872282378385,0.22429835750807262,0.3434073738037999,0.13337566905012846,3,1,3,3,1,2,3,0,0
9,0.7041983018976262,0.6564945404995554,0.4706591772195132,0.4518872282378385,0.3089851802806231,0.29666149825961746,0.21268487103842745,3,1,3,3,1,2,3,0,0
36,-1.3825398735603862,-1.0882927683159802,-1.2317550784044595,-1.675819689642165,1.3405101441640566,1.8237824492390986,2.064199413206922,0,2,2,3,0,2,1,1,0
21,-1.3849945448085315,-1.343459291739596,-0.8982924922513102,-1.3992177903177647,1.2068193954149418,1.8797921415697467,1.2569068360669162,0,2,2,3,0,2,1,1,0
20,-1.0422264664585084,-1.2055314412403442,0.1371965910663639,-1.569434343748165,-0.1653948041614958,1.8920024463508192,-0.21532104186472417,0,2,3,3,0,2,1,1,0
21,0.860319084514622,0.7599404283739942,0.5935138142233051,0.8774286118138392,0.4510351422267417,0.6667934751294081,0.5207660021062914,3,1,3,3,1,2,3,0,1
13,1.2657458763041416,1.1944131574466375,0.8567737506600019,1.4731865488202402,1.023341840743211,1.759593397284298,1.2621875648545813,3,1,3,3,1,2,0,0,1
9,-1.5262765628878676,-1.2400134038651571,-1.6003189894158352,-1.675819689642165,1.984416997335578,2.0780388776174323,2.681846072171308,0,2,2,3,0,2,1,1,0
18,-0.10026021711387713,-0.4814102261192721,0.5057605020777395,0.7284891275622389,-0.24347827766744115,-0.3507021156251687,0.3684410269140524,1,2,3,3,1,2,3,0,0
44,1.5667199468239028,1.3737193630956648,1.2253376616713774,1.0476451652442396,1.6832700721683358,1.4391704491495692,1.2837190770417002,4,0,3,3,1,2,0,0,0
35,0.8387991847000558,0.932350241498059,0.36535520264483445,0.4518872282378385,0.3406390114184837,0.4213171663774372,0.16509934984544805,3,1,3,3,1,2,3,0,0
9,0.7901763921945019,0.8289043536236201,0.26005122807015574,0.6646579200258389,0.21555759511252107,0.5509378435798378,0.17284510834927477,3,1,3,3,1,2,3,0,0
17,0.9100584755954594,1.1392420172469366,0.15474725349547702,0.4518872282378385,0.17629457323561032,0.514808917465802,0.06992830745948928,3,1,3,3,1,2,3,0,0
9,1.1903247179917706,0.9806249891727972,1.4183949483916218,0.9838139577078394,1.3909135309092844,0.9647525516252967,1.395436747769968,3,1,3,3,1,2,0,0,1
36,-0.9749260250572935,-1.2055314412403442,0.43555785236128697,-1.569434343748165,-0.5250786855006513,1.8920024463508192,-0.6835794521849966,0,2,3,3,0,2,2,1,0
44,0.6681533925169668,1.2909626527961138,0.36535520264483445,-1.4630489978541648,0.4716599216192372,-1.8887416154405083,-0.5345325630903304,3,1,3,3,0,2,3,0,0
44,2.060256517099477,2.0357730454920735,3.8754876884674587,0.7710432659198391,7.889613374318435,1.5696690976677854,2.9881686843480773,4,0,0,1,1,2,0,0,1
16,-1.6060626065399866,-1.412423216989222,-1.6178696518449482,-1.675819689642165,2.285116658328074,2.3669666371382663,2.711257817836279,0,2,2,3,0,2,1,1,0
20,-0.4319915029346457,-0.9986396654914664,0.6988177887979838,0.4518872282378385,-0.6978671628447048,-0.451272510447301,0.31578683362321613,0,2,3,3,1,2,2,1,0
39,0.7418950389227128,0.966832204122872,0.8216724258017757,-0.39919553891416293,0.7944193625049177,-0.3859551027643979,-0.3280079668288474,3,1,3,3,0,2,3,0,0
18,0.7650021697699146,0.8289043536236201,0.2249499032119295,0.5582725741318387,0.18646195411958033,0.46275456720654634,0.12558336151683186,3,1,3,3,1,2,3,0,1
39,0.768961019264104,0.6909765031243683,0.5935138142233051,0.5582725741318387,0.4101040999080253,0.3857532310638576,0.33134248484925044,3,1,3,3,1,2,3,0,0
16,0.8880310309739456,0.7944223909988072,0.6286151390815313,0.8774286118138392,0.49938594180719786,0.6970489357279144,0.5515649088494715,3,1,3,3,1,2,3,0,1
44,1.8635321499266957,2.0357730454920735,1.1551350119549249,0.4518872282378385,2.351592721242,0.9199398388487162,0.5219907587927934,4,0,3,3,1,2,0,0,1
19,0.9694412180082964,0.8289043536236201,1.2077869992422643,0.4518872282378385,1.001139901921921,0.37457129083325486,0.5457835193892832,3,1,3,3,1,2,3,0,0
33,0.9179761745838382,1.1047600546221237,0.27760189049926887,0.4518872282378385,0.30668347971117704,0.49922695895107455,0.12544474885129855,3,1,3,3,1,2,3,0,1
4,0.8551421274837591,0.6909765031243683,0.4706591772195132,1.26041585703224,0.3252144324385316,0.8709177413746408,0.5932262902252217,3,1,3,3,1,2,3,0,1
5,-1.6024082839299656,-1.412423216989222,-1.6003189894158352,-1.675819689642165,2.2603276952396545,2.3669666371382663,2.681846072171308,0,2,2,3,0,2,1,1,0
36,-0.9076624960056745,-1.0607071982161298,-0.9684951419677628,0.4518872282378385,1.0272897685225586,-0.47932003577381044,-0.4376505852656242,0,2,2,3,1,2,2,1,0
34,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,0
13,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,0
21,0.768961019264104,0.6909765031243683,0.5935138142233051,0.5582725741318387,0.4101040999080253,0.3857532310638576,0.33134248484925044,3,1,3,3,1,2,3,0,1
9,-1.1941207850467426,-1.343459291739596,-0.9158431546804234,-0.0800395012321624,1.230397995931519,0.10752981163655141,0.07330362930751125,0,2,2,3,0,2,1,1,0
40,0.891685353583966,0.897868278873246,0.6110644766524181,0.5582725741318387,0.5486554099324875,0.5012552352778907,0.34114053834127034,3,1,3,3,1,2,3,0,1
9,1.2827993818175711,1.2564806901713008,1.0498310373802462,1.0901993036018396,1.3190924264107844,1.369814373413911,1.1445250658515411,3,1,3,3,1,2,0,0,1
18,0.4219664768853192,0.7599404283739942,0.27760189049926887,-0.9311222683841639,0.21096089958344502,-0.7075974555044268,-0.2584813019894115,3,1,3,3,0,2,3,0,0
20,0.6753697568630181,0.6564945404995554,0.18984857835370325,0.6646579200258389,0.12463455521080825,0.4363442957967533,0.1261843612084349,3,1,3,3,1,2,3,0,0
8,0.8243849121827517,0.8082151760487324,0.5408618269359657,0.5582725741318387,0.43713273667509056,0.45120436678514303,0.30194832437319064,3,1,3,3,1,2,3,0,1
36,-1.5512477673896758,-1.2882881515398952,-1.6178696518449482,-1.675819689642165,2.084282303207822,2.1589386502832655,2.711257817836279,0,2,2,3,0,2,1,1,0
20,0.771803270183009,0.7599404283739942,0.27760189049926887,0.7710432659198391,0.21096089958344502,0.5859469497980061,0.2140430682760778,3,1,3,3,1,2,3,0,1
19,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,0
24,0.7333313738164022,0.7737332134239194,0.2249499032119295,0.5582725741318387,0.17405121147156588,0.43195403274947086,0.12558336151683186,3,1,3,3,1,2,3,0,1
